Plant.Common.Name,Plant.Order,Plant.Family,Plant.Genus,Plant.Species,Insect.Common.Name,Insect.Order,Insect.Family,Insect.Genus,Insect.Species,URL,Park.Name,Insect_ID,Plant_ID,Interaction.ID,Habitat.Type,Habitat.Category,Park.Type,subfamily,superfamily
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Poecilanthrax lucifer,Diptera,Bombyliidae,Poecilanthrax,lucifer,,Vista View,Poecilanthrax lucifer,Phyla nodiflora,Phyla nodiflora | Poecilanthrax lucifer,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,White Peacock,Lepidoptera,Nymphalidae,Anartia,jatrophae,,Vista View,Anartia jatrophae,Richardia grandiflora,Richardia grandiflora | Anartia jatrophae,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Ammophila pictipennis,Hymenoptera,Sphecidae,Ammophila,pictipennis,https://www.inaturalist.org/observations/317658952,Vista View,Ammophila pictipennis,Phyla nodiflora,Phyla nodiflora | Ammophila pictipennis,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Barred Yellow,Lepidoptera,Pieridae,Eurema,daira,,Vista View,Eurema daira,Phyla nodiflora,Phyla nodiflora | Eurema daira,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,White Peacock,Lepidoptera,Nymphalidae,Anartia,jatrophae,,Vista View,Anartia jatrophae,Phyla nodiflora,Phyla nodiflora | Anartia jatrophae,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,Vista View,Apis mellifera,Phyla nodiflora,Phyla nodiflora | Apis mellifera,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,Vista View,Apis mellifera,Bidens alba,Bidens alba | Apis mellifera,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Phaon Crescent ,Lepidoptera,Nymphalidae,Phyciodes,phaon,,Vista View,Phyciodes phaon,Phyla nodiflora,Phyla nodiflora | Phyciodes phaon,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Poecilanthrax lucifer,Diptera,Bombyliidae,Poecilanthrax,lucifer,,Vista View,Poecilanthrax lucifer,Phyla nodiflora,Phyla nodiflora | Poecilanthrax lucifer,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Systoechus solitus,Diptera,Bombyliidae,Systoechus,solitus,https://www.inaturalist.org/observations/317658970,Vista View,Systoechus solitus,Phyla nodiflora,Phyla nodiflora | Systoechus solitus,Open Grassy,Open Human Disturbed,High human modification,NA,NA
White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Dorantes Longtail,Lepidoptera,Hesperiidae,Cecropterus,dorantes,,Vista View,Cecropterus dorantes,Bidens alba,Bidens alba | Cecropterus dorantes,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Fiery Skipper,Lepidoptera,Hesperiidae,Hylephila,phyleus,,Vista View,Hylephila phyleus,Phyla nodiflora,Phyla nodiflora | Hylephila phyleus,Open Grassy,Open Human Disturbed,High human modification,NA,NA
White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Fiery Skipper,Lepidoptera,Hesperiidae,Hylephila,phyleus,,Vista View,Hylephila phyleus,Bidens alba,Bidens alba | Hylephila phyleus,Open Grassy,Open Human Disturbed,High human modification,NA,NA
White Beggarticks,Asterales,Rubiaceae,Bidens,alba,White Peacock,Lepidoptera,Nymphalidae,Anartia,jatrophae,,Vista View,Anartia jatrophae,Bidens alba,Bidens alba | Anartia jatrophae,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,Vista View,Syngamia florella,Phyla nodiflora,Phyla nodiflora | Syngamia florella,Open Grassy,Open Human Disturbed,High human modification,NA,NA
White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Poey's Furrow Bee ,Hymenoptera,Halictidae,Halictus,poeyi,,Vista View,Halictus poeyi,Bidens alba,Bidens alba | Halictus poeyi,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,Vista View,Syngamia florella,Spermacoce verticillata,Spermacoce verticillata | Syngamia florella,Open Grassy,Open Human Disturbed,High human modification,NA,NA
White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,Vista View,Syngamia florella,Bidens alba,Bidens alba | Syngamia florella,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Coffee-loving Pyrausta Moth,Lepidoptera,Crambidae,Pyrausta,tyralis,,Vista View,Pyrausta tyralis,Phyla nodiflora,Phyla nodiflora | Pyrausta tyralis,Open Grassy,Open Human Disturbed,High human modification,NA,NA
White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Phaon Crescent ,Lepidoptera,Nymphalidae,Phyciodes,phaon,,Vista View,Phyciodes phaon,Bidens alba,Bidens alba | Phyciodes phaon,Open Grassy,Open Human Disturbed,High human modification,NA,NA
White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Barred Yellow,Lepidoptera,Pieridae,Eurema,daira,,Vista View,Eurema daira,Bidens alba,Bidens alba | Eurema daira,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Flannel Weed,Malvales,Malvaceae,Sida,cordifolia,Gulf Fritillary,Lepidoptera,Nymphalidae,Dione ,vanillae,,Highlands Scrub,Dione  vanillae,Sida cordifolia,Sida cordifolia | Dione  vanillae,Sand Pine Scrub,Scrub,Low human modification,NA,NA
White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Zebra Longwing,Lepidoptera,Nymphalidae,Heliconius,charithonia,,Highlands Scrub,Heliconius charithonia,Bidens alba,Bidens alba | Heliconius charithonia,Sand Pine Scrub,Scrub,Low human modification,NA,NA
Flannel Weed,Malvales,Malvaceae,Sida,cordifolia,Cassius Blue,Lepidoptera,Lycaenidae,Leptotes,cassius,,Highlands Scrub,Leptotes cassius,Sida cordifolia,Sida cordifolia | Leptotes cassius,Sand Pine Scrub,Scrub,Low human modification,NA,NA
White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Horace's Duskywing,Lepidoptera,Hesperiidae,Erynnis,horatius,https://www.inaturalist.org/observations/317659020,Highlands Scrub,Erynnis horatius,Bidens alba,Bidens alba | Erynnis horatius,Sand Pine Scrub,Scrub,Low human modification,NA,NA
White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Cassius Blue,Lepidoptera,Lycaenidae,Leptotes,cassius,,Highlands Scrub,Leptotes cassius,Bidens alba,Bidens alba | Leptotes cassius,Sand Pine Scrub,Scrub,Low human modification,NA,NA
Flannel Weed,Malvales,Malvaceae,Sida,cordifolia,Zebra Longwing,Lepidoptera,Nymphalidae,Heliconius,charithonia,,Highlands Scrub,Heliconius charithonia,Sida cordifolia,Sida cordifolia | Heliconius charithonia,Sand Pine Scrub,Scrub,Low human modification,NA,NA
Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Cassius Blue,Lepidoptera,Lycaenidae,Leptotes,cassius,,Highlands Scrub,Leptotes cassius,Diacrodon compressus,Diacrodon compressus | Leptotes cassius,Sand Pine Scrub,Scrub,Low human modification,NA,NA
White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Gulf Fritillary,Lepidoptera,Nymphalidae,Dione ,vanillae,,Highlands Scrub,Dione  vanillae,Bidens alba,Bidens alba | Dione  vanillae,Sand Pine Scrub,Scrub,Low human modification,NA,NA
Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,Highlands Scrub,Apis mellifera,Diacrodon compressus,Diacrodon compressus | Apis mellifera,Sand Pine Scrub,Scrub,Low human modification,,Apoidea
White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,Highlands Scrub,Apis mellifera,Bidens alba,Bidens alba | Apis mellifera,Sand Pine Scrub,Scrub,Low human modification,,Apoidea
White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Ceraunus Blue,Lepidoptera,Lycaenidae,Hemiargus,ceraunus,,Highlands Scrub,Hemiargus ceraunus,Bidens alba,Bidens alba | Hemiargus ceraunus,Sand Pine Scrub,Scrub,Low human modification,NA,NA
Flannel Weed,Malvales,Malvaceae,Sida,cordifolia,Ceraunus Blue,Lepidoptera,Lycaenidae,Hemiargus,ceraunus,,Highlands Scrub,Hemiargus ceraunus,Sida cordifolia,Sida cordifolia | Hemiargus ceraunus,Sand Pine Scrub,Scrub,Low human modification,NA,NA
Diacrodon compressus,Gentianales,Rubiaceae,Diacrodon,compressus,Ceraunus Blue,Lepidoptera,Lycaenidae,Hemiargus,ceraunus,,Highlands Scrub,Hemiargus ceraunus,Diacrodon compressus,Diacrodon compressus | Hemiargus ceraunus,Sand Pine Scrub,Scrub,Low human modification,NA,NA
Shaggy Portulaca,Caryophyllales,Portulacaceae,Portulaca,pilosa,Ceraunus Blue,Lepidoptera,Lycaenidae,Hemiargus,ceraunus,,Highlands Scrub,Hemiargus ceraunus,Portulaca pilosa,Portulaca pilosa | Hemiargus ceraunus,Sand Pine Scrub,Scrub,Low human modification,NA,NA
Camphorweed,Asterales,Asteraceae,Heterotheca,subaxillaris,Ceraunus Blue,Lepidoptera,Lycaenidae,Hemiargus,ceraunus,,Highlands Scrub,Hemiargus ceraunus,Heterotheca subaxillaris,Heterotheca subaxillaris | Hemiargus ceraunus,Sand Pine Scrub,Scrub,Low human modification,NA,NA
Cucumberleaf Sunflower,Asterales,Asteraceae,Helianthus,debilis,Ceraunus Blue,Lepidoptera,Lycaenidae,Hemiargus,ceraunus,,Highlands Scrub,Hemiargus ceraunus,Helianthus debilis,Helianthus debilis | Hemiargus ceraunus,Sand Pine Scrub,Scrub,Low human modification,NA,NA
Trailing Daisy,Asterales,Asteraceae,Sphagneticola,trilobata,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,Highlands Scrub,Apis mellifera,Sphagneticola trilobata,Sphagneticola trilobata | Apis mellifera,Sand Pine Scrub,Scrub,Low human modification,,Apoidea
White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Polydamas Swallowtail,Lepidoptera,Papilionidae,Battus,polydamas,,Highlands Scrub,Battus polydamas,Bidens alba,Bidens alba | Battus polydamas,Sand Pine Scrub,Scrub,Low human modification,NA,NA
Flannel Weed,Malvales,Malvaceae,Sida,cordifolia,Polydamas Swallowtail,Lepidoptera,Papilionidae,Battus,polydamas,,Highlands Scrub,Battus polydamas,Sida cordifolia,Sida cordifolia | Battus polydamas,Sand Pine Scrub,Scrub,Low human modification,NA,NA
Trailing Daisy,Asterales,Asteraceae,Sphagneticola,trilobata,Polydamas Swallowtail,Lepidoptera,Papilionidae,Battus,polydamas,,Highlands Scrub,Battus polydamas,Sphagneticola trilobata,Sphagneticola trilobata | Battus polydamas,Sand Pine Scrub,Scrub,Low human modification,NA,NA
Trailing Daisy,Asterales,Asteraceae,Sphagneticola,trilobata,Ceraunus Blue,Lepidoptera,Lycaenidae,Hemiargus,ceraunus,,Highlands Scrub,Hemiargus ceraunus,Sphagneticola trilobata,Sphagneticola trilobata | Hemiargus ceraunus,Sand Pine Scrub,Scrub,Low human modification,NA,NA
Flannel Weed,Malvales,Malvaceae,Sida,cordifolia,Gulf Fritillary,Lepidoptera,Nymphalidae,Dione ,vanillae,,Highlands Scrub,Dione  vanillae,Sida cordifolia,Sida cordifolia | Dione  vanillae,Sand Pine Scrub,Scrub,Low human modification,NA,NA
Cucumberleaf Sunflower,Asterales,Asteraceae,Helianthus,debilis,Gulf Fritillary,Lepidoptera,Nymphalidae,Dione ,vanillae,,Highlands Scrub,Dione  vanillae,Helianthus debilis,Helianthus debilis | Dione  vanillae,Sand Pine Scrub,Scrub,Low human modification,NA,NA
White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Gulf Fritillary,Lepidoptera,Nymphalidae,Dione ,vanillae,,Highlands Scrub,Dione  vanillae,Bidens alba,Bidens alba | Dione  vanillae,Sand Pine Scrub,Scrub,Low human modification,NA,NA
Madagascar Periwinkle,Gentianales,Apocynaceae,Catharanthus,roseus,Gulf Fritillary,Lepidoptera,Nymphalidae,Dione ,vanillae,,Highlands Scrub,Dione  vanillae,Catharanthus roseus,Catharanthus roseus | Dione  vanillae,Sand Pine Scrub,Scrub,Low human modification,NA,NA
Whitemouth Dayflower,Commelinales,Commelinaceae,Commelina,erecta,Ceraunus Blue,Lepidoptera,Lycaenidae,Hemiargus,ceraunus,,Highlands Scrub,Hemiargus ceraunus,Commelina erecta,Commelina erecta | Hemiargus ceraunus,Sand Pine Scrub,Scrub,Low human modification,NA,NA
Flannel Weed,Malvales,Malvaceae,Sida,cordifolia,Horace's Duskywing,Lepidoptera,Hesperiidae,Erynnis,horatius,,Highlands Scrub,Erynnis horatius,Sida cordifolia,Sida cordifolia | Erynnis horatius,Sand Pine Scrub,Scrub,Low human modification,NA,NA
White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Horace's Duskywing,Lepidoptera,Hesperiidae,Erynnis,horatius,,Highlands Scrub,Erynnis horatius,Bidens alba,Bidens alba | Erynnis horatius,Sand Pine Scrub,Scrub,Low human modification,NA,NA
White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Fiery Skipper,Lepidoptera,Hesperiidae,Hylephila,phyleus,,Highlands Scrub,Hylephila phyleus,Bidens alba,Bidens alba | Hylephila phyleus,Sand Pine Scrub,Scrub,Low human modification,NA,NA
Tropic Croton,Malpighiales,Euphorbiaceae,Croton,glandulosus,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,Highlands Scrub,Apis mellifera,Croton glandulosus,Croton glandulosus | Apis mellifera,Sand Pine Scrub,Scrub,Low human modification,,Apoidea
Trailing Daisy,Asterales,Asteraceae,Sphagneticola,trilobata,Dainty Sulphur,Lepidoptera,Pieridae,Nathalis,iole,,Highlands Scrub,Nathalis iole,Sphagneticola trilobata,Sphagneticola trilobata | Nathalis iole,Sand Pine Scrub,Scrub,Low human modification,NA,NA
White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Gray Hairstreak,Lepidoptera,Lycaenidae,Strymon,melinus,,Highlands Scrub,Strymon melinus,Bidens alba,Bidens alba | Strymon melinus,Sand Pine Scrub,Scrub,Low human modification,NA,NA
Silkgrasses,Asterales,Asteraceae,Pityopsis,,Horace's Duskywing,Lepidoptera,Hesperiidae,Erynnis,horatius,,Highlands Scrub,Erynnis horatius,Genus Pityopsis,Genus Pityopsis | Erynnis horatius,Sand Pine Scrub,Scrub,Low human modification,NA,NA
Camphorweed,Asterales,Asteraceae,Heterotheca,subaxillaris,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,Highlands Scrub,Apis mellifera,Heterotheca subaxillaris,Heterotheca subaxillaris | Apis mellifera,Sand Pine Scrub,Scrub,Low human modification,,Apoidea
White Beggarticks,Asterales,Rubiaceae,Bidens,alba,White Checkered-Skipper,Lepidoptera,Hesperiidae,Burnsius,albezens,https://www.inaturalist.org/observations/317659057,Highlands Scrub,Burnsius albezens,Bidens alba,Bidens alba | Burnsius albezens,Sand Pine Scrub,Scrub,Low human modification,NA,NA
Trailing Daisy,Asterales,Asteraceae,Sphagneticola,trilobata,White Checkered-Skipper,Lepidoptera,Hesperiidae,Burnsius,albezens,,Highlands Scrub,Burnsius albezens,Sphagneticola trilobata,Sphagneticola trilobata | Burnsius albezens,Sand Pine Scrub,Scrub,Low human modification,NA,NA
Camphorweed,Asterales,Asteraceae,Heterotheca,subaxillaris,Fiery Skipper,Lepidoptera,Hesperiidae,Hylephila,phyleus,,Highlands Scrub,Hylephila phyleus,Heterotheca subaxillaris,Heterotheca subaxillaris | Hylephila phyleus,Sand Pine Scrub,Scrub,Low human modification,NA,NA
October Flower,Caryophyllales,Polygonaceae,Polygonella,polygama,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,Highlands Scrub,Apis mellifera,Polygonella polygama,Polygonella polygama | Apis mellifera,Sand Pine Scrub,Scrub,Low human modification,,Apoidea
October Flower,Caryophyllales,Polygonaceae,Polygonella,polygama,Cassius Blue,Lepidoptera,Lycaenidae,Leptotes,cassius,,Highlands Scrub,Leptotes cassius,Polygonella polygama,Polygonella polygama | Leptotes cassius,Sand Pine Scrub,Scrub,Low human modification,NA,NA
Sidebeak Pencilflower,Fabales,Fabaceae,Stylosanthes,biflora,Barred Yellow,Lepidoptera,Pieridae,Eurema,daira,,Quiet Waters,Eurema daira,Stylosanthes biflora,Stylosanthes biflora | Eurema daira,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Barred Yellow,Lepidoptera,Pieridae,Eurema,daira,,Quiet Waters,Eurema daira,Phyla nodiflora,Phyla nodiflora | Eurema daira,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Sidebeak Pencilflower,Fabales,Fabaceae,Stylosanthes,biflora,Barred Yellow,Lepidoptera,Pieridae,Eurema,daira,,Vista View,Eurema daira,Stylosanthes biflora,Stylosanthes biflora | Eurema daira,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Caribbean Stylo,Fabales,Fabaceae,Stylosanthes,hamata,Barred Yellow,Lepidoptera,Pieridae,Eurema,daira,,Vista View,Eurema daira,Stylosanthes hamata,Stylosanthes hamata | Eurema daira,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Barred Yellow,Lepidoptera,Pieridae,Eurema,daira,,Vista View,Eurema daira,Richardia grandiflora,Richardia grandiflora | Eurema daira,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,Vista View,Syngamia florella,Richardia grandiflora,Richardia grandiflora | Syngamia florella,Open Grassy,Open Human Disturbed,High human modification,NA,NA
White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Phaon Crescent ,Lepidoptera,Nymphalidae,Phyciodes,phaon,,Vista View,Phyciodes phaon,Bidens alba,Bidens alba | Phyciodes phaon,Open Grassy,Open Human Disturbed,High human modification,NA,NA
White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,Vista View,Syngamia florella,Bidens alba,Bidens alba | Syngamia florella,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Phaon Crescent ,Lepidoptera,Nymphalidae,Phyciodes,phaon,,Vista View,Phyciodes phaon,Richardia grandiflora,Richardia grandiflora | Phyciodes phaon,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,Vista View,Syngamia florella,Richardia grandiflora,Richardia grandiflora | Syngamia florella,Open Grassy,Open Human Disturbed,High human modification,NA,NA
White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Gulf Fritillary,Lepidoptera,Nymphalidae,Dione ,vanillae,,Markham,Dione  vanillae,Bidens alba,Bidens alba | Dione  vanillae,Open Grassy,Open Human Disturbed,High human modification,NA,NA
White Beggarticks,Asterales,Rubiaceae,Bidens,alba,White Peacock,Lepidoptera,Nymphalidae,Anartia,jatrophae,,Markham,Anartia jatrophae,Bidens alba,Bidens alba | Anartia jatrophae,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,Markham,Syngamia florella,Phyla nodiflora,Phyla nodiflora | Syngamia florella,Open Grassy,Open Human Disturbed,High human modification,NA,NA
White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Barred Yellow,Lepidoptera,Pieridae,Eurema,daira,,Markham,Eurema daira,Bidens alba,Bidens alba | Eurema daira,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,Markham,Syngamia florella,Spermacoce verticillata,Spermacoce verticillata | Syngamia florella,Open Grassy,Open Human Disturbed,High human modification,NA,NA
White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,Markham,Syngamia florella,Bidens alba,Bidens alba | Syngamia florella,Open Grassy,Open Human Disturbed,High human modification,NA,NA
White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Phaon Crescent ,Lepidoptera,Nymphalidae,Phyciodes,phaon,,Markham,Phyciodes phaon,Bidens alba,Bidens alba | Phyciodes phaon,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Phaon Crescent ,Lepidoptera,Nymphalidae,Phyciodes,phaon,,Markham,Phyciodes phaon,Phyla nodiflora,Phyla nodiflora | Phyciodes phaon,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Woodland False Buttonweed,Gentianales,Rubiaceae,Spermacoce,remota,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,Markham,Syngamia florella,Spermacoce remota,Spermacoce remota | Syngamia florella,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Common Fanpetals,Malvales,Malvaceae,Sida,ulmifolia,Barred Yellow,Lepidoptera,Pieridae,Eurema,daira,,Markham,Eurema daira,Sida ulmifolia,Sida ulmifolia | Eurema daira,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,White Peacock,Lepidoptera,Nymphalidae,Anartia,jatrophae,,Markham,Anartia jatrophae,Richardia grandiflora,Richardia grandiflora | Anartia jatrophae,Open Grassy,Open Human Disturbed,High human modification,NA,NA
White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Poey's Furrow Bee ,Hymenoptera,Halictidae,Halictus,poeyi,,Markham,Halictus poeyi,Bidens alba,Bidens alba | Halictus poeyi,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
White Beggarticks,Asterales,Rubiaceae,Bidens,alba,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,Markham,Syngamia florella,Bidens alba,Bidens alba | Syngamia florella,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Western Honey Bee,Hymenoptera,Apidae,Apis,mellifera,,Markham,Apis mellifera,Richardia grandiflora,Richardia grandiflora | Apis mellifera,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,Markham,Syngamia florella,Richardia grandiflora,Richardia grandiflora | Syngamia florella,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Poey's Furrow Bee ,Hymenoptera,Halictidae,Halictus,poeyi,,Markham,Halictus poeyi,Richardia grandiflora,Richardia grandiflora | Halictus poeyi,Open Grassy,Open Human Disturbed,High human modification,,Apoidea
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Gulf Fritillary,Lepidoptera,Nymphalidae,Dione ,vanillae,,Markham,Dione  vanillae,Richardia grandiflora,Richardia grandiflora | Dione  vanillae,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,Markham,Syngamia florella,Phyla nodiflora,Phyla nodiflora | Syngamia florella,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Phaon Crescent ,Lepidoptera,Nymphalidae,Phyciodes,phaon,,Markham,Phyciodes phaon,Phyla nodiflora,Phyla nodiflora | Phyciodes phaon,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,Phaon Crescent ,Lepidoptera,Nymphalidae,Phyciodes,phaon,,Markham,Phyciodes phaon,Richardia grandiflora,Richardia grandiflora | Phyciodes phaon,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,CB Smith,Syngamia florella,Spermacoce verticillata,Spermacoce verticillata | Syngamia florella,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,CB Smith,Syngamia florella,Spermacoce verticillata,Spermacoce verticillata | Syngamia florella,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Orange-spotted Flower Moth,Lepidoptera,Crambidae,Syngamia,florella,,CB Smith,Syngamia florella,Phyla nodiflora,Phyla nodiflora | Syngamia florella,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Shrubby False Buttonweed,Gentianales,Rubiaceae,Spermacoce,verticillata,Phaon Crescent ,Lepidoptera,Nymphalidae,Phyciodes,phaon,,CB Smith,Phyciodes phaon,Spermacoce verticillata,Spermacoce verticillata | Phyciodes phaon,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Largeflower Mexican Clover,Gentianales,Rubiaceae,Richardia,grandiflora,White Peacock,Lepidoptera,Nymphalidae,Anartia,jatrophae,,CB Smith,Anartia jatrophae,Richardia grandiflora,Richardia grandiflora | Anartia jatrophae,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,White Peacock,Lepidoptera,Nymphalidae,Anartia,jatrophae,,CB Smith,Anartia jatrophae,Phyla nodiflora,Phyla nodiflora | Anartia jatrophae,Open Grassy,Open Human Disturbed,High human modification,NA,NA
Turkey Tangle Frogfruit,Lamiales,Verbenaceae,Phyla,nodiflora,Phaon Crescent ,Lepidoptera,Nymphalidae,Phyciodes,phaon,,CB Smith,Phyciodes phaon,Phyla nodiflora,Phyla nodiflora | Phyciodes phaon,Open Grassy,Open Human Disturbed,High human modification,NA,NA
