"Plot.Identifier","Plant.Common.Name","Plant.Order","Plant.Family","Plant.Genus","Plant.Species","Percent.Cover.Flowering","iNat.link","Plant_ID"
"LK-15","Red Tasselflower","Asterales","Asteraceae","Emilia","fosbergii",0.0025,"","Emilia fosbergii"
"LK-15","Common Fanpetals","Malvales","Malvaceae","Sida","ulmifolia",0.005,"https://www.inaturalist.org/observations/307334392","Sida ulmifolia"
"MK-31","Shoebutton Ardisia","Ericales","Primulaceae","Ardisia","elliptica",1e-04,"https://www.inaturalist.org/observations/313096858","Ardisia elliptica"
"MK-32","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"MK-32","Lilac Tasselflower","Asterales","Asteraceae","Emilia","sonchifolia",1e-04,"","Emilia sonchifolia"
"MK-32","Creeping Beggarweed","Fabales","Fabaceae","Desmodium","incanum",1e-04,"https://www.inaturalist.org/observations/313101967","Desmodium incanum"
"MK-32","White Clover","Fabales","Fabaceae","Trifolium","repens",1e-04,"","Trifolium repens"
"MK-32","Woodland False Buttonweed","Gentianales","Rubiaceae","Spermacoce","remota",0.001,"https://www.inaturalist.org/observations/313102706","Spermacoce remota"
"MK-34","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",0.01,"","Richardia grandiflora"
"MK-34","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora",0.05,"","Phyla nodiflora"
"MK-34","Common Purslane","Caryophyllales","Portulacaceae","Portulaca","oleracea",1e-04,"https://www.inaturalist.org/observations/313112107","Portulaca oleracea"
"MK-34","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"MK-34","Paraguayan Purslane","Caryophyllales","Portulacaceae","Portulaca","amilis",1e-04,"https://www.inaturalist.org/observations/313112582","Portulaca amilis"
"MK-34","Sidebeak Pencilflower","Fabales","Fabaceae","Stylosanthes","biflora",1e-04,"https://www.inaturalist.org/observations/313113174","Stylosanthes biflora"
"MK-34","Creeping Tick Trefoil","Fabales","Fabaceae","Grona","triflora",1e-04,"https://www.inaturalist.org/observations/313113917","Grona triflora"
"MK-34","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"MK-34","White Moneywort","Fabales","Fabaceae","Alysicarpus","vaginalis",1e-04,"https://www.inaturalist.org/observations/313116647","Alysicarpus vaginalis"
"MK-34","Straggler Daisy","Asterales","Asteraceae","Calyptocarpus","vialis",1e-04,"https://www.inaturalist.org/observations/313119289","Calyptocarpus vialis"
"MK-34","Asthma Plant","Malpighiales","Euphorbiaceae","Euphorbia","hirta",1e-04,"https://www.inaturalist.org/observations/313119465","Euphorbia hirta"
"MK-35","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora",1e-04,"","Phyla nodiflora"
"MK-35","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"MK-35","Nodeweed","Asterales","Asteraceae","Synedrella","nodiflora",1e-04,"https://www.inaturalist.org/observations/313155717","Synedrella nodiflora"
"CB-21","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",0.0025,"","Richardia grandiflora"
"CB-21","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora",1e-04,"","Phyla nodiflora"
"CB-21","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"CB-21","Florida Hammock Sandmat","Malpighiales","Euphorbiaceae","Euphorbia","ophthalmica",1e-04,"https://www.inaturalist.org/observations/313156133","Euphorbia ophthalmica"
"CB-22","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"CB-22","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",1e-04,"","Richardia grandiflora"
"CB-22","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"CB-22","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora",0.01,"","Phyla nodiflora"
"CB-22","Red Caustic-Creeper","Malpighiales","Euphorbiaceae","Euphorbia","thymifolia",1e-04,"https://www.inaturalist.org/observations/313160665","Euphorbia thymifolia"
"CB-22","Gomphrena Weed","Caryophyllales","Amaranthaceae","Gomphrena","serrata",0.001,"","Gomphrena serrata"
"CB-22","Asthma Plant","Malpighiales","Euphorbiaceae","Euphorbia","hirta",1e-04,"https://www.inaturalist.org/observations/313160438","Euphorbia hirta"
"CB-23","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora",0.005,"","Phyla nodiflora"
"CB-23","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",0.005,"","Spermacoce verticillata"
"CB-24","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"CB-24","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",1e-04,"","Richardia grandiflora"
"CB-24","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"CB-24","Nodeweed","Asterales","Asteraceae","Synedrella","nodiflora",1e-04,"https://www.inaturalist.org/observations/313171024","Synedrella nodiflora"
"CB-24","Asthma Plant","Malpighiales","Euphorbiaceae","Euphorbia","hirta",1e-04,"https://www.inaturalist.org/observations/313171970","Euphorbia hirta"
"HK-16","White Beggarticks","Asterales","Asteraceae","Bidens","alba",0.0025,"","Bidens alba"
"HK-16","American Beautyberry","Lamiales","Lamiaceae","Callicarpa","americana",1e-04,"","Callicarpa americana"
"HK-16","Caesaer Weed","Malvales","Malvaceae","Urena","lobata",1e-04,"","Urena lobata"
"HK-17","White Beggarticks","Asterales","Asteraceae","Bidens","alba",0.01,"","Bidens alba"
"HK-17","Firebush","Gentianales","Rubiaceae","Hamelia","patens",0.0025,"","Hamelia patens"
"HK-18","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"MT-16","Tropic Croton","Malpighiales","Euphorbiaceae","Croton","glandulosus",0.05,"https://www.inaturalist.org/observations/314127894","Croton glandulosus"
"MT-16","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",0.03,"","Richardia grandiflora"
"MT-16","Tridax Daisy","Asterales","Asteraceae","Tridax","procumbens",1e-04,"","Tridax procumbens"
"MT-16","White Beggarticks","Asterales","Asteraceae","Bidens","alba",0.005,"","Bidens alba"
"MT-16","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"MT-16","Common Fanpetals","Malvales","Malvaceae","Sida","ulmifolia",1e-04,"https://www.inaturalist.org/observations/314139809","Sida ulmifolia"
"MT-16","Florida Beggarweed","Fabales","Fabaceae","Desmodium","tortuosum",1e-04,"https://www.inaturalist.org/observations/314140009","Desmodium tortuosum"
"MT-16","Horseweed","Asterales","Asteraceae","Erigeron","canadensis",1e-04,"https://www.inaturalist.org/observations/314146393","Erigeron canadensis"
"MT-17","Chapman's Goldenrod","Asterales","Asteraceae","Solidago","chapmanii",0.0025,"https://www.inaturalist.org/observations/314152410","Solidago chapmanii"
"MT-18","Caesaer Weed","Malvales","Malvaceae","Urena","lobata",0.0025,"","Urena lobata"
"MT-18","American Beautyberry","Lamiales","Lamiaceae","Callicarpa","americana",1e-04,"","Callicarpa americana"
"MT-18","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"LK-17","White Beggarticks","Asterales","Asteraceae","Bidens","alba",0.03,"","Bidens alba"
"LK-17","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora",0.01,"","Phyla nodiflora"
"LK-17","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",1e-04,"","Richardia grandiflora"
"LK-17","Hyssop Spurge","Malpighiales","Euphorbiaceae","Euphorbia","hyssopifolia",1e-04,"https://www.inaturalist.org/observations/316284398","Euphorbia hyssopifolia"
"LK-17","Camphorweed","Asterales","Asteraceae","Heterotheca","subaxillaris",1e-04,"https://www.inaturalist.org/observations/316285379","Heterotheca subaxillaris"
"LK-17","Spreading Chinchweed","Asterales","Asteraceae","Pectis","prostrata",0.0025,"https://www.inaturalist.org/observations/316288771","Pectis prostrata"
"LK-17","Asthma Plant","Malpighiales","Euphorbiaceae","Euphorbia","hirta",1e-04,"https://www.inaturalist.org/observations/316289099","Euphorbia hirta"
"VV-21","Trailing Daisy","Asterales","Asteraceae","Sphagneticola","trilobata",1e-04,"","Sphagneticola trilobata"
"VV-21","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",1e-04,"","Richardia grandiflora"
"VV-21","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora",1e-04,"","Phyla nodiflora"
"VV-21","Cigar Plants and Allies","Myrtales","Lythraceae","Cuphea","",1e-04,"https://www.inaturalist.org/observations/316309334","Genus Cuphea"
"VV-21","Common Fanpetals","Malvales","Malvaceae","Sida","ulmifolia",1e-04,"","Sida ulmifolia"
"VV-21","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"VV-21","Creeping Beggarweed","Fabales","Fabaceae","Desmodium","incanum",1e-04,"","Desmodium incanum"
"VV-22","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora",0.03,"","Phyla nodiflora"
"VV-22","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",0.005,"","Richardia grandiflora"
"VV-22","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"VV-23","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora",0.05,"","Phyla nodiflora"
"VV-23","White Beggarticks","Asterales","Asteraceae","Bidens","alba",0.05,"","Bidens alba"
"VV-23","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"VV-23","Horseweed","Asterales","Asteraceae","Erigeron","canadensis",1e-04,"https://www.inaturalist.org/observations/316340884","Erigeron canadensis"
"VV-24","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"VV-24","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"VV-24","Asthma Plant","Malpighiales","Euphorbiaceae","Euphorbia","hirta",1e-04,"https://www.inaturalist.org/observations/316347842","Euphorbia hirta"
"VV-24","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora",1e-04,"","Phyla nodiflora"
"VV-24","Tridax Daisy","Asterales","Asteraceae","Tridax","procumbens",1e-04,"","Tridax procumbens"
"VV-24","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",1e-04,"","Richardia grandiflora"
"VV-24","Straggler Daisy","Asterales","Asteraceae","Calyptocarpus","vialis",1e-04,"https://www.inaturalist.org/observations/316348964","Calyptocarpus vialis"
"VV-24","Hyssop Spurge","Malpighiales","Euphorbiaceae","Euphorbia","hyssopifolia",1e-04,"https://www.inaturalist.org/observations/316351148","Euphorbia hyssopifolia"
"HS-16","White Beggarticks","Asterales","Asteraceae","Bidens","alba",0.0025,"","Bidens alba"
"HS-16","Flannel Weed","Malvales","Malvaceae","Sida","cordifolia",1e-04,"https://www.inaturalist.org/observations/316502690","Sida cordifolia"
"HS-16","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus",0.0025,"https://www.inaturalist.org/observations/316502594","Diacrodon compressus"
"HS-16","Pursh's Milkpea","Fabales","Fabaceae","Galactia","purshii",1e-04,"https://www.inaturalist.org/observations/316505769","Galactia purshii"
"HS-17","Flannel Weed","Malvales","Malvaceae","Sida","cordifolia",0.0025,"https://www.inaturalist.org/observations/316515090","Sida cordifolia"
"HS-17","White Beggarticks","Asterales","Asteraceae","Bidens","alba",0.03,"","Bidens alba"
"HS-17","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus",0.0025,"https://www.inaturalist.org/observations/316515904","Diacrodon compressus"
"HS-17","Madagascar Periwinkle","Gentianales","Apocynaceae","Catharanthus","roseus",1e-04,"","Catharanthus roseus"
"HS-17","Camphorweed","Asterales","Asteraceae","Heterotheca","subaxillaris",0.0025,"https://www.inaturalist.org/observations/316514420","Heterotheca subaxillaris"
"HS-17","Trailing Daisy","Asterales","Asteraceae","Sphagneticola","trilobata",0.0025,"","Sphagneticola trilobata"
"HS-17","Cucumberleaf Sunflower","Asterales","Asteraceae","Helianthus","debilis",0.01,"https://www.inaturalist.org/observations/316514715","Helianthus debilis"
"HS-17","Whitemouth Dayflower","Commelinales","Commelinaceae","Commelina","erecta",0.0025,"https://www.inaturalist.org/observations/316514835","Commelina erecta"
"HS-17","Tropic Croton","Malpighiales","Euphorbiaceae","Croton","glandulosus",1e-04,"https://www.inaturalist.org/observations/316514942","Croton glandulosus"
"HS-17","Tropical Mexican Clover","Gentianales","Rubiaceae","Richardia","brasiliensis",1e-04,"https://www.inaturalist.org/observations/316523331","Richardia brasiliensis"
"HS-17","Silkgrasses","Asterales","Asteraceae","Pityopsis","",1e-04,"https://www.inaturalist.org/observations/316515440","Genus Pityopsis"
"HS-17","Dune Groundcherry","Solanales","Solanaceae","Physalis","walteri",1e-04,"https://www.inaturalist.org/observations/316523557","Physalis walteri"
"HS-17","Red Tasselflower","Asterales","Asteraceae","Emilia","fosbergii",1e-04,"","Emilia fosbergii"
"HS-17","Shaggy Portulaca","Caryophyllales","Portulacaceae","Portulaca","pilosa",1e-04,"https://www.inaturalist.org/observations/316515037","Portulaca pilosa"
"HS-18","October Flower","Caryophyllales","Polygonaceae","Polygonella","polygama",0.0075,"https://www.inaturalist.org/observations/316529341","Polygonella polygama"
"HS-18","Silkgrasses","Asterales","Asteraceae","Pityopsis","",1e-04,"https://www.inaturalist.org/observations/316529483","Genus Pityopsis"
"QW-25","Common Fanpetals","Malvales","Malvaceae","Sida","ulmifolia",1e-04,"","Sida ulmifolia"
"QW-25","Sidebeak Pencilflower","Fabales","Fabaceae","Stylosanthes","biflora",1e-04,"https://www.inaturalist.org/observations/316548142","Stylosanthes biflora"
"QW-25","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",1e-04,"","Richardia grandiflora"
"QW-25","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora",1e-04,"","Phyla nodiflora"
"QW-26","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"QW-26","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",1e-04,"","Richardia grandiflora"
"QW-27","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",1e-04,"","Richardia grandiflora"
"QW-27","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora",1e-04,"","Phyla nodiflora"
"QW-27","Trailing Daisy","Asterales","Asteraceae","Sphagneticola","trilobata",1e-04,"","Sphagneticola trilobata"
"QW-27","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"QW-28","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",1e-04,"","Richardia grandiflora"
"VV-25","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",1e-04,"","Richardia grandiflora"
"VV-25","Creeping Indigo","Fabales","Fabaceae","Indigofera","spicata",0.0025,"","Indigofera spicata"
"VV-25","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",0.0025,"","Spermacoce verticillata"
"VV-25","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"VV-25","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora",1e-04,"","Phyla nodiflora"
"VV-25","Asthma Plant","Malpighiales","Euphorbiaceae","Euphorbia","hirta",0.005,"","Euphorbia hirta"
"VV-25","Straggler Daisy","Asterales","Asteraceae","Calyptocarpus","vialis",1e-04,"","Calyptocarpus vialis"
"VV-25","Creeping Beggarweed","Fabales","Fabaceae","Desmodium","incanum",1e-04,"","Desmodium incanum"
"VV-27","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",0.01,"","Richardia grandiflora"
"VV-27","Creeping Beggarweed","Fabales","Fabaceae","Desmodium","incanum",1e-04,"","Desmodium incanum"
"VV-27","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora",1e-04,"","Phyla nodiflora"
"VV-27","Trailing Daisy","Asterales","Asteraceae","Sphagneticola","trilobata",1e-04,"","Sphagneticola trilobata"
"VV-27","Sidebeak Pencilflower","Fabales","Fabaceae","Stylosanthes","biflora",1e-04,"","Stylosanthes biflora"
"VV-27","Caribbean Stylo","Fabales","Fabaceae","Stylosanthes","hamata",1e-04,"","Stylosanthes hamata"
"VV-27","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"VV-27","Bracketed Fanpetals","Malvales","Malvaceae","Sida","ciliaris",1e-04,"","Sida ciliaris"
"VV-28","White Beggarticks","Asterales","Asteraceae","Bidens","alba",0.0025,"","Bidens alba"
"VV-28","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",0.01,"","Richardia grandiflora"
"VV-28","Climbing Dayflower","Commelinales","Commelinaceae","Commelina","diffusa",1e-04,"","Commelina diffusa"
"VV-28","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"VV-28","Asthma Plant","Malpighiales","Euphorbiaceae","Euphorbia","hirta",1e-04,"https://www.inaturalist.org/observations/320409853","Euphorbia hirta"
"VV-28","Hyssop Spurge","Malpighiales","Euphorbiaceae","Euphorbia","hyssopifolia",1e-04,"https://www.inaturalist.org/observations/320410381","Euphorbia hyssopifolia"
"MK-38","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"MK-38","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora",0.005,"","Phyla nodiflora"
"MK-38","Common Fanpetals","Malvales","Malvaceae","Sida","ulmifolia",0.0025,"","Sida ulmifolia"
"MK-38","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",1e-04,"","Richardia grandiflora"
"MK-38","Woodland False Buttonweed","Gentianales","Rubiaceae","Spermacoce","remota",0.005,"","Spermacoce remota"
"MK-38","Creeping Beggarweed","Fabales","Fabaceae","Desmodium","incanum",1e-04,"https://www.inaturalist.org/observations/320438151","Desmodium incanum"
"MK-38","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"MK-38","White Moneywort","Fabales","Fabaceae","Alysicarpus","vaginalis",1e-04,"","Alysicarpus vaginalis"
"MK-39","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",0.0025,"","Richardia grandiflora"
"MK-39","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"MK-39","Straggler Daisy","Asterales","Asteraceae","Calyptocarpus","vialis",1e-04,"https://www.inaturalist.org/observations/320451618","Calyptocarpus vialis"
"MK-40","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",1e-04,"","Richardia grandiflora"
"MK-40","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora",1e-04,"","Phyla nodiflora"
"MK-40","Common Fanpetals","Malvales","Malvaceae","Sida","ulmifolia",1e-04,"","Sida ulmifolia"
"CB-25","Creeping Beggarweed","Fabales","Fabaceae","Desmodium","incanum",1e-04,"https://www.inaturalist.org/observations/321223845","Desmodium incanum"
"CB-26","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",0.0025,"","Spermacoce verticillata"
"CB-26","Creeping Beggarweed","Fabales","Fabaceae","Desmodium","incanum",1e-04,"https://www.inaturalist.org/observations/321226619","Desmodium incanum"
"CB-26","Climbing Dayflower","Commelinales","Commelinaceae","Commelina","diffusa",1e-04,"","Commelina diffusa"
"CB-26","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora",1e-04,"","Phyla nodiflora"
"CB-26","Stiffhair Waxweed","Myrtales","Lythraceae","Cuphea","strigulosa",1e-04,"https://www.inaturalist.org/observations/321227993","Cuphea strigulosa"
"CB-26","Woodland False Buttonweed","Gentianales","Rubiaceae","Spermacoce","remota",1e-04,"","Spermacoce remota"
"CB-27","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",0.005,"","Richardia grandiflora"
"CB-27","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",0.0025,"","Spermacoce verticillata"
"CB-27","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora",0.01,"","Phyla nodiflora"
"CB-27","Creeping Tick Trefoil","Fabales","Fabaceae","Grona","triflora",1e-04,"https://www.inaturalist.org/observations/321234304","Grona triflora"
"CB-27","Rust Weed","Lamiales","Tetrachondraceae","Polypremum","procumbens",1e-04,"https://www.inaturalist.org/observations/321235301","Polypremum procumbens"
"CB-27","Florida Hammock Sandmat","Malpighiales","Euphorbiaceae","Euphorbia","ophthalmica",1e-04,"https://www.inaturalist.org/observations/321238528","Euphorbia ophthalmica"
"CB-27","Sidebeak Pencilflower","Fabales","Fabaceae","Stylosanthes","biflora",1e-04,"","Stylosanthes biflora"
"CB-27","Common Fanpetals","Malvales","Malvaceae","Sida","ulmifolia",1e-04,"","Sida ulmifolia"
"CB-27","Gomphrena Weed","Caryophyllales","Amaranthaceae","Gomphrena","serrata",1e-04,"","Gomphrena serrata"
"CB-27","White Moneywort","Fabales","Fabaceae","Alysicarpus","vaginalis",1e-04,"","Alysicarpus vaginalis"
"CB-28","Common Fanpetals","Malvales","Malvaceae","Sida","ulmifolia",1e-04,"","Sida ulmifolia"
"CB-28","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",0.01,"","Spermacoce verticillata"
"CB-28","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora",1e-04,"","Phyla nodiflora"
"LK-19","Common Fanpetals","Malvales","Malvaceae","Sida","ulmifolia",1e-04,"","Sida ulmifolia"
"LK-19","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",1e-04,"","Richardia grandiflora"
"LK-19","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"LK-19","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"LK-20","Guinea Hen Weed","Caryophyllales","Petiveriaceae","Petiveria","alliacea",1e-04,"https://www.inaturalist.org/observations/321269756","Petiveria alliacea"
"QW-29","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"QW-29","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"QW-29","Trailing Daisy","Asterales","Asteraceae","Sphagneticola","trilobata",1e-04,"","Sphagneticola trilobata"
"QW-29","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",1e-04,"","Richardia grandiflora"
"QW-30","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",0.0025,"","Richardia grandiflora"
"QW-30","Trailing Daisy","Asterales","Asteraceae","Sphagneticola","trilobata",1e-04,"","Sphagneticola trilobata"
"QW-30","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"QW-31","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",1e-04,"","Richardia grandiflora"
"QW-31","Creeping Beggarweed","Fabales","Fabaceae","Desmodium","incanum",1e-04,"","Desmodium incanum"
"QW-31","Trailing Daisy","Asterales","Asteraceae","Sphagneticola","trilobata",1e-04,"","Sphagneticola trilobata"
"QW-31","Creeping Tick Trefoil","Fabales","Fabaceae","Grona","triflora",1e-04,"","Grona triflora"
"QW-32","Common Fanpetals","Malvales","Malvaceae","Sida","ulmifolia",1e-04,"","Sida ulmifolia"
"QW-32","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",1e-04,"","Richardia grandiflora"
"QW-32","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"QW-32","Creeping Indigo","Fabales","Fabaceae","Indigofera","spicata",1e-04,"https://www.inaturalist.org/observations/322414318","Indigofera spicata"
"QW-32","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora",1e-04,"","Phyla nodiflora"
"QW-32","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"QW-32","Spreading Chinchweed","Asterales","Asteraceae","Pectis","prostrata",1e-04,"https://www.inaturalist.org/observations/322415137","Pectis prostrata"
"QW-32","Caribbean Stylo","Fabales","Fabaceae","Stylosanthes","hamata",1e-04,"","Stylosanthes hamata"
"QW-32","Creeping Tick Trefoil","Fabales","Fabaceae","Grona","triflora",1e-04,"","Grona triflora"
"QW-32","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus",1e-04,"https://www.inaturalist.org/observations/322416164","Diacrodon compressus"
"QW-32","Sidebeak Pencilflower","Fabales","Fabaceae","Stylosanthes","biflora",1e-04,"","Stylosanthes biflora"
"HK-20","Caesaer Weed","Malvales","Malvaceae","Urena","lobata",1e-04,"","Urena lobata"
"HK-21","Pale Tasselflower","Asterales","Asteraceae","Emilia","praetermissa",1e-04,"https://www.inaturalist.org/observations/322438678","Emilia praetermissa"
"HK-21","American Beautyberry","Lamiales","Lamiaceae","Callicarpa","americana",1e-04,"","Callicarpa americana"
"MT-20","American Beautyberry","Lamiales","Lamiaceae","Callicarpa","americana",1e-04,"","Callicarpa americana"
"MT-21","White Beggarticks","Asterales","Asteraceae","Bidens","alba",0.0025,"","Bidens alba"
"MT-21","Lilac Tasselflower","Asterales","Asteraceae","Emilia","sonchifolia",1e-04,"","Emilia sonchifolia"
"HS-19","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora",0.005,"","Richardia grandiflora"
"HS-19","Creeping Beggarweed","Fabales","Fabaceae","Desmodium","incanum",1e-04,"https://www.inaturalist.org/observations/322585199","Desmodium incanum"
"HS-19","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"HS-19","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"HS-21","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"HS-21","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata",1e-04,"","Spermacoce verticillata"
"HS-21","Madagascar Periwinkle","Gentianales","Apocynaceae","Catharanthus","roseus",1e-04,"","Catharanthus roseus"
"HS-21","Beggar's-ticks","Fabales","Fabaceae","Desmodium","mauritianum",1e-04,"https://www.inaturalist.org/observations/322593854","Desmodium mauritianum"
"MT-22","White Beggarticks","Asterales","Asteraceae","Bidens","alba",1e-04,"","Bidens alba"
"MT-23","Madagascar Periwinkle","Gentianales","Apocynaceae","Catharanthus","roseus",1e-04,"","Catharanthus roseus"
"MT-23","American Beautyberry","Lamiales","Lamiaceae","Callicarpa","americana",1e-04,"","Callicarpa americana"
