"Plot.Identifier","Plant.Common.Name","Plant.Order","Plant.Family","Plant.Genus","Plant.Species","Insect.Common.Name","Insect.Order","Insect.Family","Insect.Genus","Insect.Species","Notes","iNat.Link","Second.iNat.link","Park.Name","Month","Year","Insect_ID","Plant_ID","Interaction.ID","Habitat.Type","Habitat.Category","Park.Type","Insect_Status","Plant_Status","Interaction.Status.ID"
"VV-21","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Barred Yellow","Lepidoptera","Pieridae","Eurema","daira","","","","Vista View","September",2025,"Eurema daira","Richardia grandiflora","Richardia grandiflora | Eurema daira","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"VV-21","Common Fanpetals","Malvales","Malvaceae","Sida","ulmifolia","Barred Yellow","Lepidoptera","Pieridae","Eurema","daira","","","","Vista View","September",2025,"Eurema daira","Sida ulmifolia","Sida ulmifolia | Eurema daira","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"VV-21","Cigar Plants and Allies","Myrtales","Lythraceae","Cuphea","","Barred Yellow","Lepidoptera","Pieridae","Eurema","daira","","","","Vista View","September",2025,"Eurema daira","Genus Cuphea","Genus Cuphea | Eurema daira","Open Grassy","Open Human Disturbed","High human modification","Native","Unknown","Unknown | Native"
"VV-21","Trailing Daisy","Asterales","Asteraceae","Sphagneticola","trilobata","Poey's Furrow Bee ","Hymenoptera","Halictidae","Halictus","poeyi","","","","Vista View","September",2025,"Halictus poeyi","Sphagneticola trilobata","Sphagneticola trilobata | Halictus poeyi","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"VV-21","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Orange-spotted Flower Moth","Lepidoptera","Crambidae","Syngamia","florella","","","","Vista View","September",2025,"Syngamia florella","Richardia grandiflora","Richardia grandiflora | Syngamia florella","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"VV-21","Trailing Daisy","Asterales","Asteraceae","Sphagneticola","trilobata","Orange-spotted Flower Moth","Lepidoptera","Crambidae","Syngamia","florella","","","","Vista View","September",2025,"Syngamia florella","Sphagneticola trilobata","Sphagneticola trilobata | Syngamia florella","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"VV-21","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Orange-spotted Flower Moth","Lepidoptera","Crambidae","Syngamia","florella","","","","Vista View","September",2025,"Syngamia florella","Phyla nodiflora","Phyla nodiflora | Syngamia florella","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"VV-22","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Fiery Skipper","Lepidoptera","Hesperiidae","Hylephila","phyleus","","","","Vista View","September",2025,"Hylephila phyleus","Phyla nodiflora","Phyla nodiflora | Hylephila phyleus","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"VV-22","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Fiery Skipper","Lepidoptera","Hesperiidae","Hylephila","phyleus","","","","Vista View","September",2025,"Hylephila phyleus","Richardia grandiflora","Richardia grandiflora | Hylephila phyleus","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"VV-22","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Orange-spotted Flower Moth","Lepidoptera","Crambidae","Syngamia","florella","","","","Vista View","September",2025,"Syngamia florella","Phyla nodiflora","Phyla nodiflora | Syngamia florella","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"VV-22","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Orange-spotted Flower Moth","Lepidoptera","Crambidae","Syngamia","florella","","","","Vista View","September",2025,"Syngamia florella","Spermacoce verticillata","Spermacoce verticillata | Syngamia florella","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"VV-22","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Vista View","September",2025,"Apis mellifera","Phyla nodiflora","Phyla nodiflora | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","Non-native","Native","Native | Non-native"
"VV-22","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Tropical Checkered-Skipper","Lepidoptera","Hesperiidae","Burnsius","oileus","check id on iNat","https://www.inaturalist.org/observations/317658939","","Vista View","September",2025,"Burnsius oileus","Phyla nodiflora","Phyla nodiflora | Burnsius oileus","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"VV-22","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Orange-spotted Flower Moth","Lepidoptera","Crambidae","Syngamia","florella","","","","Vista View","September",2025,"Syngamia florella","Richardia grandiflora","Richardia grandiflora | Syngamia florella","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"VV-22","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Chrysanthrax cypris","Diptera","Bombyliidae","Chrysanthrax","cypris","","","","Vista View","September",2025,"Chrysanthrax cypris","Phyla nodiflora","Phyla nodiflora | Chrysanthrax cypris","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"VV-22","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Poey's Furrow Bee ","Hymenoptera","Halictidae","Halictus","poeyi","","","","Vista View","September",2025,"Halictus poeyi","Phyla nodiflora","Phyla nodiflora | Halictus poeyi","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"VV-22","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Three-banded Scoliid Wasp","Hymenoptera","Scoliidae","Dielis","trifasciata","","","","Vista View","September",2025,"Dielis trifasciata","Phyla nodiflora","Phyla nodiflora | Dielis trifasciata","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"VV-22","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Phaon Crescent ","Lepidoptera","Nymphalidae","Phyciodes","phaon","","","","Vista View","September",2025,"Phyciodes phaon","Phyla nodiflora","Phyla nodiflora | Phyciodes phaon","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"VV-22","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","Chrysanthrax cypris","Diptera","Bombyliidae","Chrysanthrax","cypris","","","","Vista View","September",2025,"Chrysanthrax cypris","Richardia grandiflora","Richardia grandiflora | Chrysanthrax cypris","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"VV-22","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Noble Scoliid Wasp","Hymenoptera","Scoliidae","Scolia","nobilitata","","","","Vista View","September",2025,"Scolia nobilitata","Phyla nodiflora","Phyla nodiflora | Scolia nobilitata","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"VV-22","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Poecilanthrax lucifer","Diptera","Bombyliidae","Poecilanthrax","lucifer","","","","Vista View","September",2025,"Poecilanthrax lucifer","Phyla nodiflora","Phyla nodiflora | Poecilanthrax lucifer","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"VV-22","Largeflower Mexican Clover","Gentianales","Rubiaceae","Richardia","grandiflora","White Peacock","Lepidoptera","Nymphalidae","Anartia","jatrophae","","","","Vista View","September",2025,"Anartia jatrophae","Richardia grandiflora","Richardia grandiflora | Anartia jatrophae","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"VV-22","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Ammophila pictipennis","Hymenoptera","Sphecidae","Ammophila","pictipennis","check id on iNat","https://www.inaturalist.org/observations/317658952","","Vista View","September",2025,"Ammophila pictipennis","Phyla nodiflora","Phyla nodiflora | Ammophila pictipennis","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"VV-22","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Barred Yellow","Lepidoptera","Pieridae","Eurema","daira","","","","Vista View","September",2025,"Eurema daira","Phyla nodiflora","Phyla nodiflora | Eurema daira","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"VV-23","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","White Peacock","Lepidoptera","Nymphalidae","Anartia","jatrophae","","","","Vista View","September",2025,"Anartia jatrophae","Phyla nodiflora","Phyla nodiflora | Anartia jatrophae","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"VV-23","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Vista View","September",2025,"Apis mellifera","Phyla nodiflora","Phyla nodiflora | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","Non-native","Native","Native | Non-native"
"VV-23","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Northern Plushback","Diptera","Syrphidae","Palpada","vinetorum ","","","","Vista View","September",2025,"Palpada vinetorum ","Bidens alba","Bidens alba | Palpada vinetorum ","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"VV-23","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Vista View","September",2025,"Apis mellifera","Bidens alba","Bidens alba | Apis mellifera","Open Grassy","Open Human Disturbed","High human modification","Non-native","Native","Native | Non-native"
"VV-23","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Phaon Crescent ","Lepidoptera","Nymphalidae","Phyciodes","phaon","","","","Vista View","September",2025,"Phyciodes phaon","Phyla nodiflora","Phyla nodiflora | Phyciodes phaon","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"VV-23","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Poecilanthrax lucifer","Diptera","Bombyliidae","Poecilanthrax","lucifer","","","","Vista View","September",2025,"Poecilanthrax lucifer","Phyla nodiflora","Phyla nodiflora | Poecilanthrax lucifer","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"VV-23","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Cylindromyia interrupta","Diptera","Tachinidae","Cylindromyia","interrupta","check id on iNat","https://www.inaturalist.org/observations/317658969","","Vista View","September",2025,"Cylindromyia interrupta","Phyla nodiflora","Phyla nodiflora | Cylindromyia interrupta","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"VV-23","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Systoechus solitus","Diptera","Bombyliidae","Systoechus","solitus","check id on iNat","https://www.inaturalist.org/observations/317658970","","Vista View","September",2025,"Systoechus solitus","Phyla nodiflora","Phyla nodiflora | Systoechus solitus","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"VV-23","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Dorantes Longtail","Lepidoptera","Hesperiidae","Cecropterus","dorantes","","","","Vista View","September",2025,"Cecropterus dorantes","Bidens alba","Bidens alba | Cecropterus dorantes","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"VV-23","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Fiery Skipper","Lepidoptera","Hesperiidae","Hylephila","phyleus","","","","Vista View","September",2025,"Hylephila phyleus","Phyla nodiflora","Phyla nodiflora | Hylephila phyleus","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"VV-23","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Fiery Skipper","Lepidoptera","Hesperiidae","Hylephila","phyleus","","","","Vista View","September",2025,"Hylephila phyleus","Bidens alba","Bidens alba | Hylephila phyleus","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"VV-23","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","White Peacock","Lepidoptera","Nymphalidae","Anartia","jatrophae","","","","Vista View","September",2025,"Anartia jatrophae","Bidens alba","Bidens alba | Anartia jatrophae","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"VV-23","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Orange-spotted Flower Moth","Lepidoptera","Crambidae","Syngamia","florella","","","","Vista View","September",2025,"Syngamia florella","Phyla nodiflora","Phyla nodiflora | Syngamia florella","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"VV-24","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Poey's Furrow Bee ","Hymenoptera","Halictidae","Halictus","poeyi","","","","Vista View","September",2025,"Halictus poeyi","Bidens alba","Bidens alba | Halictus poeyi","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"VV-24","Shrubby False Buttonweed","Gentianales","Rubiaceae","Spermacoce","verticillata","Orange-spotted Flower Moth","Lepidoptera","Crambidae","Syngamia","florella","","","","Vista View","September",2025,"Syngamia florella","Spermacoce verticillata","Spermacoce verticillata | Syngamia florella","Open Grassy","Open Human Disturbed","High human modification","Native","Non-native","Non-native | Native"
"VV-24","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Orange-spotted Flower Moth","Lepidoptera","Crambidae","Syngamia","florella","","","","Vista View","September",2025,"Syngamia florella","Bidens alba","Bidens alba | Syngamia florella","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"VV-24","Turkey Tangle Frogfruit","Lamiales","Verbenaceae","Phyla","nodiflora","Coffee-loving Pyrausta Moth","Lepidoptera","Crambidae","Pyrausta","tyralis","","","","Vista View","September",2025,"Pyrausta tyralis","Phyla nodiflora","Phyla nodiflora | Pyrausta tyralis","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"VV-24","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Phaon Crescent ","Lepidoptera","Nymphalidae","Phyciodes","phaon","","","","Vista View","September",2025,"Phyciodes phaon","Bidens alba","Bidens alba | Phyciodes phaon","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"VV-24","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Barred Yellow","Lepidoptera","Pieridae","Eurema","daira","","","","Vista View","September",2025,"Eurema daira","Bidens alba","Bidens alba | Eurema daira","Open Grassy","Open Human Disturbed","High human modification","Native","Native","Native | Native"
"HS-16","Flannel Weed","Malvales","Malvaceae","Sida","cordifolia","Gulf Fritillary","Lepidoptera","Nymphalidae","Dione ","vanillae","","","","Highlands Scrub","September",2025,"Dione  vanillae","Sida cordifolia","Sida cordifolia | Dione  vanillae","Sand Pine Scrub","Scrub","Low human modification","Native","Non-native","Non-native | Native"
"HS-16","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Zebra Longwing","Lepidoptera","Nymphalidae","Heliconius","charithonia","","","","Highlands Scrub","September",2025,"Heliconius charithonia","Bidens alba","Bidens alba | Heliconius charithonia","Sand Pine Scrub","Scrub","Low human modification","Native","Native","Native | Native"
"HS-16","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Leafcutter, Mortar, and Resin Bees","Hymenoptera","Megachilidae","Megachile","","check id on iNat","https://www.inaturalist.org/observations/317659007","","Highlands Scrub","September",2025,"Genus Megachile","Bidens alba","Bidens alba | Genus Megachile","Sand Pine Scrub","Scrub","Low human modification","Unknown","Native","Native | Unknown"
"HS-16","Flannel Weed","Malvales","Malvaceae","Sida","cordifolia","Cassius Blue","Lepidoptera","Lycaenidae","Leptotes","cassius","","","","Highlands Scrub","September",2025,"Leptotes cassius","Sida cordifolia","Sida cordifolia | Leptotes cassius","Sand Pine Scrub","Scrub","Low human modification","Native","Non-native","Non-native | Native"
"HS-16","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Horace's Duskywing","Lepidoptera","Hesperiidae","Erynnis","horatius","check id on iNat","https://www.inaturalist.org/observations/317659020","","Highlands Scrub","September",2025,"Erynnis horatius","Bidens alba","Bidens alba | Erynnis horatius","Sand Pine Scrub","Scrub","Low human modification","Native","Native","Native | Native"
"HS-16","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Cassius Blue","Lepidoptera","Lycaenidae","Leptotes","cassius","","","","Highlands Scrub","September",2025,"Leptotes cassius","Bidens alba","Bidens alba | Leptotes cassius","Sand Pine Scrub","Scrub","Low human modification","Native","Native","Native | Native"
"HS-16","Flannel Weed","Malvales","Malvaceae","Sida","cordifolia","Zebra Longwing","Lepidoptera","Nymphalidae","Heliconius","charithonia","","","","Highlands Scrub","September",2025,"Heliconius charithonia","Sida cordifolia","Sida cordifolia | Heliconius charithonia","Sand Pine Scrub","Scrub","Low human modification","Native","Non-native","Non-native | Native"
"HS-16","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus","Cassius Blue","Lepidoptera","Lycaenidae","Leptotes","cassius","","","","Highlands Scrub","September",2025,"Leptotes cassius","Diacrodon compressus","Diacrodon compressus | Leptotes cassius","Sand Pine Scrub","Scrub","Low human modification","Native","Non-native","Non-native | Native"
"HS-16","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Gulf Fritillary","Lepidoptera","Nymphalidae","Dione ","vanillae","","","","Highlands Scrub","September",2025,"Dione  vanillae","Bidens alba","Bidens alba | Dione  vanillae","Sand Pine Scrub","Scrub","Low human modification","Native","Native","Native | Native"
"HS-16","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus","Leafcutter, Mortar, and Resin Bees","Hymenoptera","Megachilidae","Megachile","","check id on iNat","https://www.inaturalist.org/observations/317659019","","Highlands Scrub","September",2025,"Genus Megachile","Diacrodon compressus","Diacrodon compressus | Genus Megachile","Sand Pine Scrub","Scrub","Low human modification","Unknown","Non-native","Non-native | Unknown"
"HS-16","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Highlands Scrub","September",2025,"Apis mellifera","Diacrodon compressus","Diacrodon compressus | Apis mellifera","Sand Pine Scrub","Scrub","Low human modification","Non-native","Non-native","Non-native | Non-native"
"HS-16","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus","Sharptail Bees","Hymenoptera","Megachilidae","Coelioxys","","check id on iNat","https://www.inaturalist.org/observations/317659025","","Highlands Scrub","September",2025,"Genus Coelioxys","Diacrodon compressus","Diacrodon compressus | Genus Coelioxys","Sand Pine Scrub","Scrub","Low human modification","Unknown","Non-native","Non-native | Unknown"
"HS-16","Flannel Weed","Malvales","Malvaceae","Sida","cordifolia","Leafcutter, Mortar, and Resin Bees","Hymenoptera","Megachilidae","Megachile","","check id on iNat","https://www.inaturalist.org/observations/317659030","","Highlands Scrub","September",2025,"Genus Megachile","Sida cordifolia","Sida cordifolia | Genus Megachile","Sand Pine Scrub","Scrub","Low human modification","Unknown","Non-native","Non-native | Unknown"
"HS-17","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Highlands Scrub","September",2025,"Apis mellifera","Bidens alba","Bidens alba | Apis mellifera","Sand Pine Scrub","Scrub","Low human modification","Non-native","Native","Native | Non-native"
"HS-17","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Ceraunus Blue","Lepidoptera","Lycaenidae","Hemiargus","ceraunus","","","","Highlands Scrub","September",2025,"Hemiargus ceraunus","Bidens alba","Bidens alba | Hemiargus ceraunus","Sand Pine Scrub","Scrub","Low human modification","Native","Native","Native | Native"
"HS-17","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Leafcutter, Mortar, and Resin Bees","Hymenoptera","Megachilidae","Megachile","","check id on iNat","https://www.inaturalist.org/observations/317659045","","Highlands Scrub","September",2025,"Genus Megachile","Bidens alba","Bidens alba | Genus Megachile","Sand Pine Scrub","Scrub","Low human modification","Unknown","Native","Native | Unknown"
"HS-17","Flannel Weed","Malvales","Malvaceae","Sida","cordifolia","Ceraunus Blue","Lepidoptera","Lycaenidae","Hemiargus","ceraunus","","","","Highlands Scrub","September",2025,"Hemiargus ceraunus","Sida cordifolia","Sida cordifolia | Hemiargus ceraunus","Sand Pine Scrub","Scrub","Low human modification","Native","Non-native","Non-native | Native"
"HS-17","Diacrodon compressus","Gentianales","Rubiaceae","Diacrodon","compressus","Ceraunus Blue","Lepidoptera","Lycaenidae","Hemiargus","ceraunus","","","","Highlands Scrub","September",2025,"Hemiargus ceraunus","Diacrodon compressus","Diacrodon compressus | Hemiargus ceraunus","Sand Pine Scrub","Scrub","Low human modification","Native","Non-native","Non-native | Native"
"HS-17","Shaggy Portulaca","Caryophyllales","Portulacaceae","Portulaca","pilosa","Ceraunus Blue","Lepidoptera","Lycaenidae","Hemiargus","ceraunus","","","","Highlands Scrub","September",2025,"Hemiargus ceraunus","Portulaca pilosa","Portulaca pilosa | Hemiargus ceraunus","Sand Pine Scrub","Scrub","Low human modification","Native","Native","Native | Native"
"HS-17","Camphorweed","Asterales","Asteraceae","Heterotheca","subaxillaris","Ceraunus Blue","Lepidoptera","Lycaenidae","Hemiargus","ceraunus","","","","Highlands Scrub","September",2025,"Hemiargus ceraunus","Heterotheca subaxillaris","Heterotheca subaxillaris | Hemiargus ceraunus","Sand Pine Scrub","Scrub","Low human modification","Native","Native","Native | Native"
"HS-17","Cucumberleaf Sunflower","Asterales","Asteraceae","Helianthus","debilis","Ceraunus Blue","Lepidoptera","Lycaenidae","Hemiargus","ceraunus","","","","Highlands Scrub","September",2025,"Hemiargus ceraunus","Helianthus debilis","Helianthus debilis | Hemiargus ceraunus","Sand Pine Scrub","Scrub","Low human modification","Native","Native","Native | Native"
"HS-17","Cucumberleaf Sunflower","Asterales","Asteraceae","Helianthus","debilis","Leafcutter, Mortar, and Resin Bees","Hymenoptera","Megachilidae","Megachile","","check id on iNat","https://www.inaturalist.org/observations/317659031","","Highlands Scrub","September",2025,"Genus Megachile","Helianthus debilis","Helianthus debilis | Genus Megachile","Sand Pine Scrub","Scrub","Low human modification","Unknown","Native","Native | Unknown"
"HS-17","Trailing Daisy","Asterales","Asteraceae","Sphagneticola","trilobata","Western Honey Bee","Hymenoptera","Apidae","Apis","mellifera","","","","Highlands Scrub","September",2025,"Apis mellifera","Sphagneticola trilobata","Sphagneticola trilobata | Apis mellifera","Sand Pine Scrub","Scrub","Low human modification","Non-native","Non-native","Non-native | Non-native"
"HS-17","Trailing Daisy","Asterales","Asteraceae","Sphagneticola","trilobata","Leafcutter, Mortar, and Resin Bees","Hymenoptera","Megachilidae","Megachile","","check id on iNat","https://www.inaturalist.org/observations/317659039","","Highlands Scrub","September",2025,"Genus Megachile","Sphagneticola trilobata","Sphagneticola trilobata | Genus Megachile","Sand Pine Scrub","Scrub","Low human modification","Unknown","Non-native","Non-native | Unknown"
"HS-17","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Polydamas Swallowtail","Lepidoptera","Papilionidae","Battus","polydamas","","","","Highlands Scrub","September",2025,"Battus polydamas","Bidens alba","Bidens alba | Battus polydamas","Sand Pine Scrub","Scrub","Low human modification","Native","Native","Native | Native"
"HS-17","Flannel Weed","Malvales","Malvaceae","Sida","cordifolia","Polydamas Swallowtail","Lepidoptera","Papilionidae","Battus","polydamas","","","","Highlands Scrub","September",2025,"Battus polydamas","Sida cordifolia","Sida cordifolia | Battus polydamas","Sand Pine Scrub","Scrub","Low human modification","Native","Non-native","Non-native | Native"
"HS-17","Trailing Daisy","Asterales","Asteraceae","Sphagneticola","trilobata","Polydamas Swallowtail","Lepidoptera","Papilionidae","Battus","polydamas","","","","Highlands Scrub","September",2025,"Battus polydamas","Sphagneticola trilobata","Sphagneticola trilobata | Battus polydamas","Sand Pine Scrub","Scrub","Low human modification","Native","Non-native","Non-native | Native"
"HS-17","Trailing Daisy","Asterales","Asteraceae","Sphagneticola","trilobata","Ceraunus Blue","Lepidoptera","Lycaenidae","Hemiargus","ceraunus","","","","Highlands Scrub","September",2025,"Hemiargus ceraunus","Sphagneticola trilobata","Sphagneticola trilobata | Hemiargus ceraunus","Sand Pine Scrub","Scrub","Low human modification","Native","Non-native","Non-native | Native"
"HS-17","Flannel Weed","Malvales","Malvaceae","Sida","cordifolia","Gulf Fritillary","Lepidoptera","Nymphalidae","Dione ","vanillae","","","","Highlands Scrub","September",2025,"Dione  vanillae","Sida cordifolia","Sida cordifolia | Dione  vanillae","Sand Pine Scrub","Scrub","Low human modification","Native","Non-native","Non-native | Native"
"HS-17","Cucumberleaf Sunflower","Asterales","Asteraceae","Helianthus","debilis","Gulf Fritillary","Lepidoptera","Nymphalidae","Dione ","vanillae","","","","Highlands Scrub","September",2025,"Dione  vanillae","Helianthus debilis","Helianthus debilis | Dione  vanillae","Sand Pine Scrub","Scrub","Low human modification","Native","Native","Native | Native"
"HS-17","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Gulf Fritillary","Lepidoptera","Nymphalidae","Dione ","vanillae","","","","Highlands Scrub","September",2025,"Dione  vanillae","Bidens alba","Bidens alba | Dione  vanillae","Sand Pine Scrub","Scrub","Low human modification","Native","Native","Native | Native"
"HS-17","Madagascar Periwinkle","Gentianales","Apocynaceae","Catharanthus","roseus","Gulf Fritillary","Lepidoptera","Nymphalidae","Dione ","vanillae","","","","Highlands Scrub","September",2025,"Dione  vanillae","Catharanthus roseus","Catharanthus roseus | Dione  vanillae","Sand Pine Scrub","Scrub","Low human modification","Native","Non-native","Non-native | Native"
"HS-17","Whitemouth Dayflower","Commelinales","Commelinaceae","Commelina","erecta","Ceraunus Blue","Lepidoptera","Lycaenidae","Hemiargus","ceraunus","","","","Highlands Scrub","September",2025,"Hemiargus ceraunus","Commelina erecta","Commelina erecta | Hemiargus ceraunus","Sand Pine Scrub","Scrub","Low human modification","Native","Native","Native | Native"
"HS-17","Flannel Weed","Malvales","Malvaceae","Sida","cordifolia","Horace's Duskywing","Lepidoptera","Hesperiidae","Erynnis","horatius","","","","Highlands Scrub","September",2025,"Erynnis horatius","Sida cordifolia","Sida cordifolia | Erynnis horatius","Sand Pine Scrub","Scrub","Low human modification","Native","Non-native","Non-native | Native"
"HS-17","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Horace's Duskywing","Lepidoptera","Hesperiidae","Erynnis","horatius","","","","Highlands Scrub","September",2025,"Erynnis horatius","Bidens alba","Bidens alba | Erynnis horatius","Sand Pine Scrub","Scrub","Low human modification","Native","Native","Native | Native"
"HS-17","Madagascar Periwinkle","Gentianales","Apocynaceae","Catharanthus","roseus","Yellows and Sulphurs","Lepidoptera","Pieridae","Phoebis","","check id on iNat","https://www.inaturalist.org/observations/317659060","","Highlands Scrub","September",2025,"Genus Phoebis","Catharanthus roseus","Catharanthus roseus | Genus Phoebis","Sand Pine Scrub","Scrub","Low human modification","Unknown","Non-native","Non-native | Unknown"
"HS-17","White Beggarticks","Asterales","Rubiaceae","Bidens","alba","Fiery Skipper","Lepidoptera","Hesperiidae","Hylephila","phyleus","","","","Highlands Scrub","September",2025,"Hylephila phyleus","Bidens alba","Bidens alba | Hylephila phyleus","Sand Pine Scrub","Scrub","Low human modification","Native","Native","Native | Native"
