Park Name,Plot Identifier,Date,Day,Month,Year,Start Time,End Time,Latitude,Longitude,Observer,Temperature,Wind Speed,Habitat Type,Cloud Cover,Notes,Percent Canopy Cover
CB Smith,CB-45,3/11/2026,11,March,2026,11:27:00,11:37:00,26.00931,-80.3164,Marina,84,10,Open Grassy,Partly Cloudy,,0.3
CB Smith,CB-46,3/11/2026,11,March,2026,11:45:00,11:45:00,26.00959,-80.318,Marina,85,10,Open Grassy,Cloudy,dry/crunchy vegetation,0
CB Smith,CB-47,3/11/2026,11,March,2026,11:56:00,12:06:00,26.01355,-80.3188,Marina,85,10,Open Grassy,Cloudy,near water's edge; dry/crunchy vegetation,0
CB Smith,CB-48,3/11/2026,11,March,2026,12:12:00,12:22:00,26.01412,-80.32,Marina,85,10,Open Grassy,Cloudy,dry/crunchy vegetation,0
Vista View,VV-45,3/11/2026,11,March,2026,13:00:00,13:17:00,26.06828,-80.3423,Marina,86,10,Open Grassy,Cloudy,,0.1
Vista View,VV-46,3/11/2026,11,March,2026,13:30:00,13:40:00,26.06465,-80.3436,Marina,87,11,Open Grassy,Partly Cloudy,,0
Vista View,VV-47,3/11/2026,11,March,2026,13:51:00,13:51:00,26.06471,-80.3484,Marina,87,11,Dry Prairie,Partly Cloudy,,0
Vista View,VV-48,3/11/2026,11,March,2026,13:56:00,13:56:00,26.06488,-80.3481,Marina,87,11,Dry Prairie,Partly Cloudy,,0
Markham,MK-61,3/24/2026,24,March,2026,9:19:00,9:19:00,26.12996,-80.3627,Marina,67,4,Hammock,Sunny,,0.9
Markham,MK-62,3/24/2026,24,March,2026,9:34:00,9:44:00,26.12821,-80.3592,Marina,68,4,Open Grassy,Sunny,,0
Markham,MK-63,3/24/2026,24,March,2026,10:00:00,10:38:00,26.12554,-80.3538,Marina,71,4,Open Grassy,Sunny,,0
Markham,MK-64,3/24/2026,24,March,2026,10:51:00,11:10:00,26.1295,-80.3506,Marina,75,3,Open Grassy,Sunny,near water's edge,0
Markham,MK-65,3/24/2026,24,March,2026,11:21:00,11:21:00,26.13507,-80.3444,Marina,78,2,Hammock,Sunny,,0.9
Helene Klein,HK-34,3/24/2026,24,March,2026,13:17:00,13:27:00,26.31911,-80.1885,Marina,84,4,Pine Flatwoods,Sunny,,0.4
Helene Klein,HK-35,3/24/2026,24,March,2026,13:44:00,13:44:00,26.31871,-80.188,Marina,85,4,Pine Flatwoods,Sunny,,0.5
Helene Klein,HK-36,3/24/2026,24,March,2026,13:58:00,13:58:00,26.31888,-80.1869,Marina,84,6,Pine Flatwoods,Sunny,,0.6
Markham,MK-66,4/10/2026,10,April,2026,9:02:00,9:12:00,26.12667,-80.3547,Marina,74,11,Open Grassy,Mostly Sunny,near water's edge,0
Markham,MK-67,4/10/2026,10,April,2026,9:25:00,9:35:00,26.1293,-80.3507,Marina,75,11,Open Grassy,Mostly Sunny,near water's edge,0.3
Markham,MK-68,4/10/2026,10,April,2026,9:59:00,10:09:00,26.13039,-80.3577,Marina,76,13,Open Grassy,Mostly Cloudy,near water's edge,0
Markham,MK-69,4/10/2026,10,April,2026,10:32:00,11:08:00,26.13071,-80.3627,Marina,77,13,Hammock,Cloudy,,0.6
Markham,MK-70,4/10/2026,10,April,2026,11:38:00,11:49:00,26.13802,-80.353,Marina,79,14,Hammock,Cloudy,,0.9
CB Smith,CB-49,4/10/2026,10,April,2026,12:28:00,12:38:00,26.0115,-80.3196,Marina,80,14,Open Grassy,Cloudy,near water's edge,0.05
CB Smith,CB-50,4/10/2026,10,April,2026,12:43:00,13:08:00,26.01173,-80.3186,Marina,80,14,Open Grassy,Cloudy,,0
CB Smith,CB-51,4/10/2026,10,April,2026,13:15:00,13:25:00,26.01268,-80.3194,Marina,80,14,Open Grassy,Cloudy,,0
CB Smith,CB-52,4/10/2026,10,April,2026,15:20:00,15:34:00,26.00892,-80.3197,Marina,81,14,Open Grassy,Cloudy,,0
Vista View,VV-49,4/10/2026,10,April,2026,16:13:00,16:30:00,26.06781,-80.3387,Marina,80,14,Open Grassy,Cloudy,,0
Vista View,VV-50,4/10/2026,10,April,2026,16:44:00,16:56:00,26.06457,-80.3397,Marina,80,14,Open Grassy,Cloudy,,0
Vista View,VV-51,4/10/2026,10,April,2026,17:15:00,17:25:00,26.06526,-80.3484,Marina,79,14,Open Grassy,Cloudy,,0
Vista View,VV-52,4/10/2026,10,April,2026,17:33:00,17:56:00,26.06643,-80.3452,Marina,79,13,Open Grassy,Mostly Cloudy,,0
Military Trail,MT-37,4/12/2026,12,April,2026,8:59:00,9:09:00,26.28665,-80.1327,Marina,72,12,Sand Pine Scrub,Mostly Cloudy,,0.9
Military Trail,MT-38,4/12/2026,12,April,2026,9:13:00,9:38:00,26.2867,-80.1325,Marina,72,13,Sand Pine Scrub,Mostly Cloudy,,0.5
Military Trail,MT-39,4/12/2026,12,April,2026,9:47:00,10:36:00,26.28609,-80.1351,Marina,74,13,Scrubby Flatwoods,Mostly Cloudy,,0
Quiet Waters,QW-53,4/12/2026,12,April,2026,11:05:00,11:22:00,26.30666,-80.155,Marina,76,14,Pine Flatwoods,Mostly Cloudy,,0.1
Quiet Waters,QW-54,4/12/2026,12,April,2026,11:27:00,11:37:00,26.30783,-80.1544,Marina,77,14,Open Grassy,Cloudy,,0
Quiet Waters,QW-55,4/12/2026,12,April,2026,11:59:00,12:21:00,26.31381,-80.1542,Marina,78,14,Open Grassy,Mostly Cloudy,,0
Quiet Waters,QW-56,4/12/2026,12,April,2026,12:48:00,13:02:00,26.31656,-80.1638,Marina,79,14,Open Grassy,Mostly Cloudy,,0.05
Helene Klein,HK-37,4/12/2026,12,April,2026,13:47:00,14:04:00,26.31792,-80.1886,Marina,80,15,Pine Flatwoods,Partly Cloudy,,0.3
Helene Klein,HK-38,4/12/2026,12,April,2026,14:17:00,14:27:00,26.31802,-80.1879,Marina,81,15,Pine Flatwoods,Cloudy,,0.6
Helene Klein,HK-39,4/12/2026,12,April,2026,14:37:00,14:37:00,26.31929,-80.1887,Marina,81,15,Pine Flatwoods,Cloudy,,0.9
Highlands Scrub,HS-37,4/24/2026,24,April,2026,8:48:00,9:01:00,26.28364,-80.1095,Marina/Mario,73,6,Sand Pine Scrub,Cloudy,,0.3
Highlands Scrub,HS-38,4/24/2026,24,April,2026,9:26:00,9:36:00,26.28416,-80.1098,Marina/Mario,72,4,Sand Pine Scrub,Cloudy,,0.8
Highlands Scrub,HS-39,4/24/2026,24,April,2026,10:02:00,10:12:00,26.28335,-80.1108,Marina/Mario,74,6,Sand Pine Scrub,Cloudy,,0.7
Long Key,LK-37,4/24/2026,24,April,2026,11:31:00,12:35:00,26.074,-80.31516,Marina/Mario,77,7,Open Grassy,Cloudy,,0
Long Key,LK-38,4/24/2026,24,April,2026,13:05:00,13:41:00,26.07151,-80.3235,Marina/Mario,78,9,Hammock,Cloudy,,0.6
Long Key,LK-39,4/24/2026,24,April,2026,14:18:00,14:18:00,26.07695,-80.3291,Marina/Mario,79,10,Wetland,Cloudy,,1
